	SD	RH
2018-03-20	21.9375	0.0007599816
2018-03-21	21.9375	0.0019470695
2018-03-22	22.0	0.0027180864
2018-03-23	22.0625	0.0010405965
2018-03-24	22.0625	0.0024420545
2018-03-25	22.0625	0.002994447
2018-03-26	21.3125	0.0015303539
2018-03-27	21.3125	0.002590849
2018-03-28	21.9375	0.0008687973
2018-03-29	21.9375	0.00036854018
2018-03-30	21.9375	0.00039973203
2018-03-31	21.9375	0.00050952844
2018-04-01	22.0625	0.00082040764
2018-04-02	22.0625	0.0003155172
2018-04-03	22.0625	0.0004589865
2018-04-04	22.0625	0.0007582167
2018-04-05	22.0625	0.0007675914
2018-04-06	22.0625	0.0009741746
2018-04-07	22.0625	0.000640166
2018-04-08	22.0625	0.0010638069
2018-04-09	22.0625	0.00095608085
2018-04-10	22.0625	0.0023355242
2018-04-11	21.9375	0.00083641894
2018-04-12	21.9375	0.0006589582
2018-04-13	21.9375	0.0008225534
2018-04-14	21.9375	0.0010861475
2018-04-15	21.9375	0.0012573227
2018-04-16	21.9375	0.0014029136
2018-04-17	21.3125	0.0015306473
2018-04-18	20.3125	0.0014601927
2018-04-19	18.9375	0.003330606
2018-04-20	17.0	0.0024908464
2018-04-21	14.6875	0.0033359556
2018-04-22	7.0625	0.004337334
2018-04-23	0.25	0.003371979
2018-04-24	0.0	0.0019586217
2018-04-25	0.0	0.0033953395
2018-04-26	0.0	0.002498174
2018-04-27	0.0	0.0029704291
2018-04-28	0.0	0.0024273973
2018-04-29	0.0	0.0035979245
